Article,Page count,,,,,Article IDs from already invoiced,Invoiced month
,,#N/A,,,,bcr-2017-222154,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222169,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222171,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222173,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222187,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222218,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222226,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222232,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222238,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222241,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222262,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222264,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222268,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222288,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222310,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222323,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222325,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222333,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222338,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222343,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222401,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222405,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222418,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222423,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222429,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222441,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222454,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222470,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222475,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222487,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222497,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222529,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222533,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222541,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222553,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222576,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222625,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222664,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222712,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222719,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222725,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222734,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222743,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222748,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222790,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222807,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222808,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222821,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222953,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222977,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222987,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-222997,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223003,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223007,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223019,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223029,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223030,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223032,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223041,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223080,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223082,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223097,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223106,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223113,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223147,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223165,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223253,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223275,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223278,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223319,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223340,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223382,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223416,Invoiced in Nov 2017
,,#N/A,,,,bcr-2017-223458,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2016-309980,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310288,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310355,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310452,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310525,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310615,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310672,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310688,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310694,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310718,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310723,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310906,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310959,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310975,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-310993,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311012,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311017,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311082,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311097,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311136,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311151,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311249,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311254,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311328,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311358,Invoiced in Nov 2017
,,#N/A,,,,bjophthalmol-2017-311555,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2016-097399,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-097530,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-097558,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-097836,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-097911,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098050,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098101,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098110,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098135,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098161,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098206,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098225,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098240,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098253,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098294,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098307,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098367,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098375,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098389,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098391,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098474,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098520,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098566,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098572,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098667,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098678,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098717,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098758,Invoiced in Nov 2017
,,#N/A,,,,bjsports-2017-098785,Invoiced in Nov 2017
,,#N/A,,,,bmjdrc-2017-000393,Invoiced in Nov 2017
,,#N/A,,,,bmjdrc-2017-000414,Invoiced in Nov 2017
,,#N/A,,,,bmjdrc-2017-000432,Invoiced in Nov 2017
,,#N/A,,,,bmjdrc-2017-000457,Invoiced in Nov 2017
,,#N/A,,,,bmjdrc-2017-000459,Invoiced in Nov 2017
,,#N/A,,,,bmjdrc-2017-000461,Invoiced in Nov 2017
,,#N/A,,,,bmjgast-2017-000180,Invoiced in Nov 2017
,,#N/A,,,,bmjgast-2017-000182,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2016-000249,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2017-000299corr1,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2017-000376,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2017-000390,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2017-000408,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2017-000467,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2017-000472,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2017-000492,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2017-000512,Invoiced in Nov 2017
,,#N/A,,,,bmjgh-2017-000564,Invoiced in Nov 2017
,,#N/A,,,,bmjinnov-2016-000149,Invoiced in Nov 2017
,,#N/A,,,,bmjinnov-2016-000184,Invoiced in Nov 2017
,,#N/A,,,,bmjinnov-2017-000209,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2015-008344corr1,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014475,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014503,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014530,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014549,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014576,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014577,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014606,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014611,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014710,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014715,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014883,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-014998,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015083,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015105,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015137,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015216,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015240,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015284,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015296,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015330,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015505,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015529,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015594,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015603,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015640,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2016-015655,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-015860,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-015888,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-015983,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-015994,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016030,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016031corr1,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016089,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016112,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016117,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016124,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016155,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016208,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016210,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016211,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016217,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016220corr1,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016221,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016232,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016251,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016366,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016377,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016401,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016471,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016545,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016572,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016574,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016654,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016667,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016675,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016690,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016695,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016719,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016797,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016863,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016901,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016903,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016946,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016958,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016970,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-016972,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017006,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017014,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017044,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017075,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017117,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017122,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017130,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017151,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017161,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017184,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017185,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017189,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017197,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017198,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017236,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017241,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017288corr1,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017307,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017308,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017361,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017387,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017390,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017398,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017402,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017416,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017423,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017425,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017453,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017465,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017495,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017502,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017504,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017516,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017521,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017551,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017559,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017566,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017569,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017583,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017604,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017611,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017612,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017618,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017631,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017639,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017645,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017648,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017664,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017665,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017666,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017672,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017676,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017708,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017722,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017731,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017732,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017733,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017742,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017753,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017775,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017783,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017784,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017785,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017794,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017812,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017842,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017845,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017856,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017864,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017875,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017882,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017884,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017904,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017930,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017932,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017934,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017936,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017963,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-017966,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018006,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018024,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018031,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018048,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018050,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018063,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018068,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018079,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018086,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018091,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018105,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018109,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018128,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018135,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018137,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018145,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018149,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018150,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018153,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018154,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018169,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018177,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018186,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018189,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018207,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018210,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018214,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018219,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018243,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018249,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018259,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018261,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018264,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018265,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018285,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018286,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018291,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018307,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018314,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018325,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018334,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018337,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018353,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018366,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018374,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018380,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018403,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018422,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018443,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018459,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018467,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018491,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018498,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018509,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018520,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018521,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018527,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018530,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018535,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018549,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018560,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018562,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018568,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018574,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018575,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018578,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018583,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018593,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018595,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018598,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018604,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018606,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018607,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018610,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018614,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018617,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018633,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018646,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018696,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018705,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018714,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018722,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018726,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018730,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018744,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018746,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018758,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018795,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018829,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018831,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018833,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018853,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018861,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018867,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018871,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018875,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-018993,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-019155,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-019189,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-019193,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-019199,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-019205,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-019217,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-019226,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-019235,Invoiced in Nov 2017
,,#N/A,,,,bmjopen-2017-019238,Invoiced in Nov 2017
